id	form	gloss	pos	root	root_gloss	deriv	morphemes
MOT-065.deka	dayundeka	place of/for 'oar / paddle'	noun	dayun	oar / paddle	place	dayun+de+ka
MOT-066.ka	lakieka	raft	noun	lakie	raft	noun	lakie+ka
MOT-066.pe	lakiepe	of/like 'raft'; 'raft'-related	modifier	lakie	raft	modifier	lakie+pe
MOT-066.to	lakieto	to use/apply 'raft'; to act as 'raft'	verb	lakie	raft	verb	lakie+to
MOT-066.cika	lakiecika	little 'raft'; small/dear 'raft'	noun	lakie	raft	diminutive	lakie+ci+ka
MOT-066.goka	lakiegoka	big 'raft'; great 'raft'	noun	lakie	raft	augmentative	lakie+go+ka
MOT-066.deka	lakiedeka	place of/for 'raft'	noun	lakie	raft	place	lakie+de+ka
MOT-067.ka	bangaeka	canoe	noun	bangae	canoe	noun	bangae+ka
MOT-067.pe	bangaepe	of/like 'canoe'; 'canoe'-related	modifier	bangae	canoe	modifier	bangae+pe
MOT-067.to	bangaeto	to use/apply 'canoe'; to act as 'canoe'	verb	bangae	canoe	verb	bangae+to
MOT-067.cika	bangaecika	little 'canoe'; small/dear 'canoe'	noun	bangae	canoe	diminutive	bangae+ci+ka
MOT-067.goka	bangaegoka	big 'canoe'; great 'canoe'	noun	bangae	canoe	augmentative	bangae+go+ka
MOT-067.deka	bangaedeka	place of/for 'canoe'	noun	bangae	canoe	place	bangae+de+ka
MOT-068.ka	layaka	sail (noun)	noun	laya	sail (noun)	noun	laya+ka
MOT-068.pe	layape	of/like 'sail (noun)'; 'sail (noun)'-related	modifier	laya	sail (noun)	modifier	laya+pe
MOT-068.to	layato	to use/apply 'sail (noun)'; to act as 'sail (noun)'	verb	laya	sail (noun)	verb	laya+to
MOT-068.cika	layacika	little 'sail (noun)'; small/dear 'sail (noun)'	noun	laya	sail (noun)	diminutive	laya+ci+ka
MOT-068.goka	layagoka	big 'sail (noun)'; great 'sail (noun)'	noun	laya	sail (noun)	augmentative	laya+go+ka
MOT-068.deka	layadeka	place of/for 'sail (noun)'	noun	laya	sail (noun)	place	laya+de+ka
MOT-069.ka	yuaka	yoke	noun	yua	yoke	noun	yua+ka
MOT-069.pe	yuape	of/like 'yoke'; 'yoke'-related	modifier	yua	yoke	modifier	yua+pe
MOT-069.to	yuato	to use/apply 'yoke'; to act as 'yoke'	verb	yua	yoke	verb	yua+to
MOT-069.cika	yuacika	little 'yoke'; small/dear 'yoke'	noun	yua	yoke	diminutive	yua+ci+ka
MOT-069.goka	yuagoka	big 'yoke'; great 'yoke'	noun	yua	yoke	augmentative	yua+go+ka
MOT-069.deka	yuadeka	place of/for 'yoke'	noun	yua	yoke	place	yua+de+ka
MOT-070.ka	pelanaka	saddle	noun	pelana	saddle	noun	pelana+ka
MOT-070.pe	pelanape	of/like 'saddle'; 'saddle'-related	modifier	pelana	saddle	modifier	pelana+pe
MOT-070.to	pelanato	to use/apply 'saddle'; to act as 'saddle'	verb	pelana	saddle	verb	pelana+to
MOT-070.cika	pelanacika	little 'saddle'; small/dear 'saddle'	noun	pelana	saddle	diminutive	pelana+ci+ka
MOT-070.goka	pelanagoka	big 'saddle'; great 'saddle'	noun	pelana	saddle	augmentative	pelana+go+ka
MOT-070.deka	pelanadeka	place of/for 'saddle'	noun	pelana	saddle	place	pelana+de+ka
POS-032.ka	gayika	wages / salary	noun	gayi	wages / salary	noun	gayi+ka
POS-032.pe	gayipe	of/like 'wages / salary'; 'wages / salary'-related	modifier	gayi	wages / salary	modifier	gayi+pe
POS-032.to	gayito	to use/apply 'wages / salary'; to act as 'wages / salary'	verb	gayi	wages / salary	verb	gayi+to
POS-032.cika	gayicika	little 'wages / salary'; small/dear 'wages / salary'	noun	gayi	wages / salary	diminutive	gayi+ci+ka
POS-032.goka	gayigoka	big 'wages / salary'; great 'wages / salary'	noun	gayi	wages / salary	augmentative	gayi+go+ka
POS-032.deka	gayideka	place of/for 'wages / salary'	noun	gayi	wages / salary	place	gayi+de+ka
POS-033.pe	misinpe	poor	modifier	misin	poor	modifier	misin+pe
POS-033.ka	misinka	'poor'-ness; the quality 'poor'	noun	misin	poor	noun	misin+ka
POS-033.paka	misinpaka	'poor'-ness; state of being 'poor'	noun	misin	poor	quality	misin+pa+ka
POS-033.kupe	misinkupe	opposite of 'poor'; un-'poor'	modifier	misin	poor	opposite	misin+ku+pe
POS-033.tato	misintato	to make 'poor'	verb	misin	poor	causative	misin+ta+to
POS-033.pito	misinpito	to become 'poor'	verb	misin	poor	inchoative	misin+pi+to
POS-033.gope	misingope	very 'poor'; intensely 'poor'	modifier	misin	poor	augmentative	misin+go+pe
POS-033.cipe	misincipe	'poor'-ish; somewhat 'poor'	modifier	misin	poor	diminutive	misin+ci+pe
POS-033.kupaka	misinkupaka	un-'poor'-ness; the quality of being not 'poor'	noun	misin	poor	opposite-quality	misin+ku+pa+ka
POS-033.takika	misintakika	one who makes things 'poor'	noun	misin	poor	causative-agent	misin+ta+ki+ka
POS-034.ka	halaeka	wealth / property	noun	halae	wealth / property	noun	halae+ka
POS-034.pe	halaepe	of/like 'wealth / property'; 'wealth / property'-related	modifier	halae	wealth / property	modifier	halae+pe
POS-034.to	halaeto	to use/apply 'wealth / property'; to act as 'wealth / property'	verb	halae	wealth / property	verb	halae+to
POS-034.cika	halaecika	little 'wealth / property'; small/dear 'wealth / property'	noun	halae	wealth / property	diminutive	halae+ci+ka
POS-034.goka	halaegoka	big 'wealth / property'; great 'wealth / property'	noun	halae	wealth / property	augmentative	halae+go+ka
POS-034.deka	halaedeka	place of/for 'wealth / property'	noun	halae	wealth / property	place	halae+de+ka
POS-035.pe	kikiape	stingy / miserly	modifier	kikia	stingy / miserly	modifier	kikia+pe
POS-035.ka	kikiaka	'stingy / miserly'-ness; the quality 'stingy / miserly'	noun	kikia	stingy / miserly	noun	kikia+ka
POS-035.paka	kikiapaka	'stingy / miserly'-ness; state of being 'stingy / miserly'	noun	kikia	stingy / miserly	quality	kikia+pa+ka
POS-035.kupe	kikiakupe	opposite of 'stingy / miserly'; un-'stingy / miserly'	modifier	kikia	stingy / miserly	opposite	kikia+ku+pe
POS-035.tato	kikiatato	to make 'stingy / miserly'	verb	kikia	stingy / miserly	causative	kikia+ta+to
POS-035.pito	kikiapito	to become 'stingy / miserly'	verb	kikia	stingy / miserly	inchoative	kikia+pi+to
POS-035.gope	kikiagope	very 'stingy / miserly'; intensely 'stingy / miserly'	modifier	kikia	stingy / miserly	augmentative	kikia+go+pe
POS-035.cipe	kikiacipe	'stingy / miserly'-ish; somewhat 'stingy / miserly'	modifier	kikia	stingy / miserly	diminutive	kikia+ci+pe
POS-035.kupaka	kikiakupaka	un-'stingy / miserly'-ness; the quality of being not 'stingy / miserly'	noun	kikia	stingy / miserly	opposite-quality	kikia+ku+pa+ka
POS-035.takika	kikiatakika	one who makes things 'stingy / miserly'	noun	kikia	stingy / miserly	causative-agent	kikia+ta+ki+ka
SPA-042.ka	bolaka	ball / sphere	noun	bola	ball / sphere	noun	bola+ka
SPA-042.pe	bolape	of/like 'ball / sphere'; 'ball / sphere'-related	modifier	bola	ball / sphere	modifier	bola+pe
SPA-042.to	bolato	to use/apply 'ball / sphere'; to act as 'ball / sphere'	verb	bola	ball / sphere	verb	bola+to
SPA-042.cika	bolacika	little 'ball / sphere'; small/dear 'ball / sphere'	noun	bola	ball / sphere	diminutive	bola+ci+ka
SPA-042.goka	bolagoka	big 'ball / sphere'; great 'ball / sphere'	noun	bola	ball / sphere	augmentative	bola+go+ka
SPA-042.deka	boladeka	place of/for 'ball / sphere'	noun	bola	ball / sphere	place	bola+de+ka
SPA-043.ka	kaiaka	hook	noun	kaia	hook	noun	kaia+ka
SPA-043.pe	kaiape	of/like 'hook'; 'hook'-related	modifier	kaia	hook	modifier	kaia+pe
SPA-043.to	kaiato	to use/apply 'hook'; to act as 'hook'	verb	kaia	hook	verb	kaia+to
SPA-043.cika	kaiacika	little 'hook'; small/dear 'hook'	noun	kaia	hook	diminutive	kaia+ci+ka
SPA-043.goka	kaiagoka	big 'hook'; great 'hook'	noun	kaia	hook	augmentative	kaia+go+ka
SPA-043.deka	kaiadeka	place of/for 'hook'	noun	kaia	hook	place	kaia+de+ka
SPA-044.ka	suduka	corner	noun	sudu	corner	noun	sudu+ka
SPA-044.pe	sudupe	of/like 'corner'; 'corner'-related	modifier	sudu	corner	modifier	sudu+pe
SPA-044.to	suduto	to use/apply 'corner'; to act as 'corner'	verb	sudu	corner	verb	sudu+to
SPA-044.cika	suducika	little 'corner'; small/dear 'corner'	noun	sudu	corner	diminutive	sudu+ci+ka
SPA-044.goka	sudugoka	big 'corner'; great 'corner'	noun	sudu	corner	augmentative	sudu+go+ka
SPA-044.deka	sududeka	place of/for 'corner'	noun	sudu	corner	place	sudu+de+ka
SPA-045.ka	tepika	edge	noun	tepi	edge	noun	tepi+ka
SPA-045.pe	tepipe	of/like 'edge'; 'edge'-related	modifier	tepi	edge	modifier	tepi+pe
SPA-045.to	tepito	to use/apply 'edge'; to act as 'edge'	verb	tepi	edge	verb	tepi+to
SPA-045.cika	tepicika	little 'edge'; small/dear 'edge'	noun	tepi	edge	diminutive	tepi+ci+ka
SPA-045.goka	tepigoka	big 'edge'; great 'edge'	noun	tepi	edge	augmentative	tepi+go+ka
SPA-045.deka	tepideka	place of/for 'edge'	noun	tepi	edge	place	tepi+de+ka
SPA-046.pe	bengope	crooked / bent	modifier	bengo	crooked / bent	modifier	bengo+pe
SPA-046.ka	bengoka	'crooked / bent'-ness; the quality 'crooked / bent'	noun	bengo	crooked / bent	noun	bengo+ka
SPA-046.paka	bengopaka	'crooked / bent'-ness; state of being 'crooked / bent'	noun	bengo	crooked / bent	quality	bengo+pa+ka
SPA-046.kupe	bengokupe	opposite of 'crooked / bent'; un-'crooked / bent'	modifier	bengo	crooked / bent	opposite	bengo+ku+pe
SPA-046.tato	bengotato	to make 'crooked / bent'	verb	bengo	crooked / bent	causative	bengo+ta+to
SPA-046.pito	bengopito	to become 'crooked / bent'	verb	bengo	crooked / bent	inchoative	bengo+pi+to
SPA-046.gope	bengogope	very 'crooked / bent'; intensely 'crooked / bent'	modifier	bengo	crooked / bent	augmentative	bengo+go+pe
SPA-046.cipe	bengocipe	'crooked / bent'-ish; somewhat 'crooked / bent'	modifier	bengo	crooked / bent	diminutive	bengo+ci+pe
SPA-046.kupaka	bengokupaka	un-'crooked / bent'-ness; the quality of being not 'crooked / bent'	noun	bengo	crooked / bent	opposite-quality	bengo+ku+pa+ka
SPA-046.takika	bengotakika	one who makes things 'crooked / bent'	noun	bengo	crooked / bent	causative-agent	bengo+ta+ki+ka
SPA-047.ka	lapika	layer	noun	lapi	layer	noun	lapi+ka
SPA-047.pe	lapipe	of/like 'layer'; 'layer'-related	modifier	lapi	layer	modifier	lapi+pe
SPA-047.to	lapito	to use/apply 'layer'; to act as 'layer'	verb	lapi	layer	verb	lapi+to
SPA-047.cika	lapicika	little 'layer'; small/dear 'layer'	noun	lapi	layer	diminutive	lapi+ci+ka
SPA-047.goka	lapigoka	big 'layer'; great 'layer'	noun	lapi	layer	augmentative	lapi+go+ka
SPA-047.deka	lapideka	place of/for 'layer'	noun	lapi	layer	place	lapi+de+ka
EMO-059.to	senuto	to 'smile'	verb	senu	smile	verb	senu+to
EMO-059.ka	senuka	act of 'smile'; a 'smile'	noun	senu	smile	noun	senu+ka
EMO-059.pe	senupe	'smile'-ing	modifier	senu	smile	modifier	senu+pe
EMO-059.kika	senukika	one who 'smile's; 'smile'-er	noun	senu	smile	agent	senu+ki+ka
EMO-059.tuka	senutuka	tool/means for 'smile'	noun	senu	smile	instrument	senu+tu+ka
EMO-059.boka	senuboka	thing 'smile'-ed; result of 'smile'	noun	senu	smile	patient/result	senu+bo+ka
EMO-059.deka	senudeka	place for 'smile'	noun	senu	smile	place	senu+de+ka
EMO-059.tato	senutato	to make/cause to 'smile'	verb	senu	smile	causative	senu+ta+to
EMO-059.pito	senupito	to begin to 'smile'	verb	senu	smile	inchoative	senu+pi+to
EMO-059.takika	senutakika	one who makes/causes 'smile'; instigator of 'smile'	noun	senu	smile	causative-agent	senu+ta+ki+ka
EMO-059.taboka	senutaboka	what is brought about by 'smile'	noun	senu	smile	causative-result	senu+ta+bo+ka
EMO-059.kideka	senukideka	place of the one who 'smile's	noun	senu	smile	agent-place	senu+ki+de+ka
EMO-060.to	ciuto	to 'kiss'	verb	ciu	kiss	verb	ciu+to
EMO-060.ka	ciuka	act of 'kiss'; a 'kiss'	noun	ciu	kiss	noun	ciu+ka
EMO-060.pe	ciupe	'kiss'-ing	modifier	ciu	kiss	modifier	ciu+pe
EMO-060.kika	ciukika	one who 'kiss's; 'kiss'-er	noun	ciu	kiss	agent	ciu+ki+ka
EMO-060.tuka	ciutuka	tool/means for 'kiss'	noun	ciu	kiss	instrument	ciu+tu+ka
EMO-060.boka	ciuboka	thing 'kiss'-ed; result of 'kiss'	noun	ciu	kiss	patient/result	ciu+bo+ka
EMO-060.deka	ciudeka	place for 'kiss'	noun	ciu	kiss	place	ciu+de+ka
EMO-060.tato	ciutato	to make/cause to 'kiss'	verb	ciu	kiss	causative	ciu+ta+to
EMO-060.pito	ciupito	to begin to 'kiss'	verb	ciu	kiss	inchoative	ciu+pi+to
EMO-060.takika	ciutakika	one who makes/causes 'kiss'; instigator of 'kiss'	noun	ciu	kiss	causative-agent	ciu+ta+ki+ka
EMO-060.taboka	ciutaboka	what is brought about by 'kiss'	noun	ciu	kiss	causative-result	ciu+ta+bo+ka
EMO-060.kideka	ciukideka	place of the one who 'kiss's	noun	ciu	kiss	agent-place	ciu+ki+de+ka
EMO-061.to	peluto	to 'embrace / hug'	verb	pelu	embrace / hug	verb	pelu+to
EMO-061.ka	peluka	act of 'embrace / hug'; a 'embrace / hug'	noun	pelu	embrace / hug	noun	pelu+ka
EMO-061.pe	pelupe	'embrace / hug'-ing	modifier	pelu	embrace / hug	modifier	pelu+pe
EMO-061.kika	pelukika	one who 'embrace / hug's; 'embrace / hug'-er	noun	pelu	embrace / hug	agent	pelu+ki+ka
EMO-061.tuka	pelutuka	tool/means for 'embrace / hug'	noun	pelu	embrace / hug	instrument	pelu+tu+ka
EMO-061.boka	peluboka	thing 'embrace / hug'-ed; result of 'embrace / hug'	noun	pelu	embrace / hug	patient/result	pelu+bo+ka
EMO-061.deka	peludeka	place for 'embrace / hug'	noun	pelu	embrace / hug	place	pelu+de+ka
EMO-061.tato	pelutato	to make/cause to 'embrace / hug'	verb	pelu	embrace / hug	causative	pelu+ta+to
EMO-061.pito	pelupito	to begin to 'embrace / hug'	verb	pelu	embrace / hug	inchoative	pelu+pi+to
EMO-061.takika	pelutakika	one who makes/causes 'embrace / hug'; instigator of 'embrace / hug'	noun	pelu	embrace / hug	causative-agent	pelu+ta+ki+ka
EMO-061.taboka	pelutaboka	what is brought about by 'embrace / hug'	noun	pelu	embrace / hug	causative-result	pelu+ta+bo+ka
EMO-061.kideka	pelukideka	place of the one who 'embrace / hug's	noun	pelu	embrace / hug	agent-place	pelu+ki+de+ka
EMO-062.pe	cemulupe	jealous / envy	modifier	cemulu	jealous / envy	modifier	cemulu+pe
EMO-062.ka	cemuluka	'jealous / envy'-ness; the quality 'jealous / envy'	noun	cemulu	jealous / envy	noun	cemulu+ka
EMO-062.paka	cemulupaka	'jealous / envy'-ness; state of being 'jealous / envy'	noun	cemulu	jealous / envy	quality	cemulu+pa+ka
EMO-062.kupe	cemulukupe	opposite of 'jealous / envy'; un-'jealous / envy'	modifier	cemulu	jealous / envy	opposite	cemulu+ku+pe
EMO-062.tato	cemulutato	to make 'jealous / envy'	verb	cemulu	jealous / envy	causative	cemulu+ta+to
EMO-062.pito	cemulupito	to become 'jealous / envy'	verb	cemulu	jealous / envy	inchoative	cemulu+pi+to
EMO-062.gope	cemulugope	very 'jealous / envy'; intensely 'jealous / envy'	modifier	cemulu	jealous / envy	augmentative	cemulu+go+pe
EMO-062.cipe	cemulucipe	'jealous / envy'-ish; somewhat 'jealous / envy'	modifier	cemulu	jealous / envy	diminutive	cemulu+ci+pe
EMO-062.kupaka	cemulukupaka	un-'jealous / envy'-ness; the quality of being not 'jealous / envy'	noun	cemulu	jealous / envy	opposite-quality	cemulu+ku+pa+ka
EMO-062.takika	cemulutakika	one who makes things 'jealous / envy'	noun	cemulu	jealous / envy	causative-agent	cemulu+ta+ki+ka
EMO-063.ka	hulumaka	mercy / compassion	noun	huluma	mercy / compassion	noun	huluma+ka
EMO-063.pe	hulumape	of/like 'mercy / compassion'; 'mercy / compassion'-related	modifier	huluma	mercy / compassion	modifier	huluma+pe
EMO-063.to	hulumato	to use/apply 'mercy / compassion'; to act as 'mercy / compassion'	verb	huluma	mercy / compassion	verb	huluma+to
EMO-063.cika	hulumacika	little 'mercy / compassion'; small/dear 'mercy / compassion'	noun	huluma	mercy / compassion	diminutive	huluma+ci+ka
EMO-063.goka	hulumagoka	big 'mercy / compassion'; great 'mercy / compassion'	noun	huluma	mercy / compassion	augmentative	huluma+go+ka
EMO-063.deka	hulumadeka	place of/for 'mercy / compassion'	noun	huluma	mercy / compassion	place	huluma+de+ka
EMO-064.pe	keyuape	startled / surprised	modifier	keyua	startled / surprised	modifier	keyua+pe
EMO-064.ka	keyuaka	'startled / surprised'-ness; the quality 'startled / surprised'	noun	keyua	startled / surprised	noun	keyua+ka
EMO-064.paka	keyuapaka	'startled / surprised'-ness; state of being 'startled / surprised'	noun	keyua	startled / surprised	quality	keyua+pa+ka
EMO-064.kupe	keyuakupe	opposite of 'startled / surprised'; un-'startled / surprised'	modifier	keyua	startled / surprised	opposite	keyua+ku+pe
EMO-064.tato	keyuatato	to make 'startled / surprised'	verb	keyua	startled / surprised	causative	keyua+ta+to
EMO-064.pito	keyuapito	to become 'startled / surprised'	verb	keyua	startled / surprised	inchoative	keyua+pi+to
EMO-064.gope	keyuagope	very 'startled / surprised'; intensely 'startled / surprised'	modifier	keyua	startled / surprised	augmentative	keyua+go+pe
EMO-064.cipe	keyuacipe	'startled / surprised'-ish; somewhat 'startled / surprised'	modifier	keyua	startled / surprised	diminutive	keyua+ci+pe
EMO-064.kupaka	keyuakupaka	un-'startled / surprised'-ness; the quality of being not 'startled / surprised'	noun	keyua	startled / surprised	opposite-quality	keyua+ku+pa+ka
EMO-064.takika	keyuatakika	one who makes things 'startled / surprised'	noun	keyua	startled / surprised	causative-agent	keyua+ta+ki+ka
SPE-059.to	puyito	to 'praise (v)'	verb	puyi	praise (v)	verb	puyi+to
SPE-059.ka	puyika	act of 'praise (v)'; a 'praise (v)'	noun	puyi	praise (v)	noun	puyi+ka
SPE-059.pe	puyipe	'praise (v)'-ing	modifier	puyi	praise (v)	modifier	puyi+pe
SPE-059.kika	puyikika	one who 'praise (v)'s; 'praise (v)'-er	noun	puyi	praise (v)	agent	puyi+ki+ka
SPE-059.tuka	puyituka	tool/means for 'praise (v)'	noun	puyi	praise (v)	instrument	puyi+tu+ka
SPE-059.boka	puyiboka	thing 'praise (v)'-ed; result of 'praise (v)'	noun	puyi	praise (v)	patient/result	puyi+bo+ka
SPE-059.deka	puyideka	place for 'praise (v)'	noun	puyi	praise (v)	place	puyi+de+ka
SPE-059.tato	puyitato	to make/cause to 'praise (v)'	verb	puyi	praise (v)	causative	puyi+ta+to
SPE-059.pito	puyipito	to begin to 'praise (v)'	verb	puyi	praise (v)	inchoative	puyi+pi+to
SPE-059.takika	puyitakika	one who makes/causes 'praise (v)'; instigator of 'praise (v)'	noun	puyi	praise (v)	causative-agent	puyi+ta+ki+ka
SPE-059.taboka	puyitaboka	what is brought about by 'praise (v)'	noun	puyi	praise (v)	causative-result	puyi+ta+bo+ka
SPE-059.kideka	puyikideka	place of the one who 'praise (v)'s	noun	puyi	praise (v)	agent-place	puyi+ki+de+ka
SPE-060.pe	somonpe	boastful / arrogant	modifier	somon	boastful / arrogant	modifier	somon+pe
SPE-060.ka	somonka	'boastful / arrogant'-ness; the quality 'boastful / arrogant'	noun	somon	boastful / arrogant	noun	somon+ka
SPE-060.paka	somonpaka	'boastful / arrogant'-ness; state of being 'boastful / arrogant'	noun	somon	boastful / arrogant	quality	somon+pa+ka
SPE-060.kupe	somonkupe	opposite of 'boastful / arrogant'; un-'boastful / arrogant'	modifier	somon	boastful / arrogant	opposite	somon+ku+pe
SPE-060.tato	somontato	to make 'boastful / arrogant'	verb	somon	boastful / arrogant	causative	somon+ta+to
SPE-060.pito	somonpito	to become 'boastful / arrogant'	verb	somon	boastful / arrogant	inchoative	somon+pi+to
SPE-060.gope	somongope	very 'boastful / arrogant'; intensely 'boastful / arrogant'	modifier	somon	boastful / arrogant	augmentative	somon+go+pe
SPE-060.cipe	somoncipe	'boastful / arrogant'-ish; somewhat 'boastful / arrogant'	modifier	somon	boastful / arrogant	diminutive	somon+ci+pe
SPE-060.kupaka	somonkupaka	un-'boastful / arrogant'-ness; the quality of being not 'boastful / arrogant'	noun	somon	boastful / arrogant	opposite-quality	somon+ku+pa+ka
SPE-060.takika	somontakika	one who makes things 'boastful / arrogant'	noun	somon	boastful / arrogant	causative-agent	somon+ta+ki+ka
SPE-061.to	sangaeto	to 'deny'	verb	sangae	deny	verb	sangae+to
SPE-061.ka	sangaeka	act of 'deny'; a 'deny'	noun	sangae	deny	noun	sangae+ka
SPE-061.pe	sangaepe	'deny'-ing	modifier	sangae	deny	modifier	sangae+pe
SPE-061.kika	sangaekika	one who 'deny's; 'deny'-er	noun	sangae	deny	agent	sangae+ki+ka
SPE-061.tuka	sangaetuka	tool/means for 'deny'	noun	sangae	deny	instrument	sangae+tu+ka
SPE-061.boka	sangaeboka	thing 'deny'-ed; result of 'deny'	noun	sangae	deny	patient/result	sangae+bo+ka
SPE-061.deka	sangaedeka	place for 'deny'	noun	sangae	deny	place	sangae+de+ka
SPE-061.tato	sangaetato	to make/cause to 'deny'	verb	sangae	deny	causative	sangae+ta+to
SPE-061.pito	sangaepito	to begin to 'deny'	verb	sangae	deny	inchoative	sangae+pi+to
SPE-061.takika	sangaetakika	one who makes/causes 'deny'; instigator of 'deny'	noun	sangae	deny	causative-agent	sangae+ta+ki+ka
SPE-061.taboka	sangaetaboka	what is brought about by 'deny'	noun	sangae	deny	causative-result	sangae+ta+bo+ka
SPE-061.kideka	sangaekideka	place of the one who 'deny's	noun	sangae	deny	agent-place	sangae+ki+de+ka
SPE-062.to	teguto	to 'scold / rebuke'	verb	tegu	scold / rebuke	verb	tegu+to
SPE-062.ka	teguka	act of 'scold / rebuke'; a 'scold / rebuke'	noun	tegu	scold / rebuke	noun	tegu+ka
SPE-062.pe	tegupe	'scold / rebuke'-ing	modifier	tegu	scold / rebuke	modifier	tegu+pe
SPE-062.kika	tegukika	one who 'scold / rebuke's; 'scold / rebuke'-er	noun	tegu	scold / rebuke	agent	tegu+ki+ka
SPE-062.tuka	tegutuka	tool/means for 'scold / rebuke'	noun	tegu	scold / rebuke	instrument	tegu+tu+ka
SPE-062.boka	teguboka	thing 'scold / rebuke'-ed; result of 'scold / rebuke'	noun	tegu	scold / rebuke	patient/result	tegu+bo+ka
SPE-062.deka	tegudeka	place for 'scold / rebuke'	noun	tegu	scold / rebuke	place	tegu+de+ka
SPE-062.tato	tegutato	to make/cause to 'scold / rebuke'	verb	tegu	scold / rebuke	causative	tegu+ta+to
SPE-062.pito	tegupito	to begin to 'scold / rebuke'	verb	tegu	scold / rebuke	inchoative	tegu+pi+to
SPE-062.takika	tegutakika	one who makes/causes 'scold / rebuke'; instigator of 'scold / rebuke'	noun	tegu	scold / rebuke	causative-agent	tegu+ta+ki+ka
SPE-062.taboka	tegutaboka	what is brought about by 'scold / rebuke'	noun	tegu	scold / rebuke	causative-result	tegu+ta+bo+ka
SPE-062.kideka	tegukideka	place of the one who 'scold / rebuke's	noun	tegu	scold / rebuke	agent-place	tegu+ki+de+ka
SOC-119.ka	maliaka	king	noun	malia	king	noun	malia+ka
SOC-119.pe	maliape	of/like 'king'; 'king'-related	modifier	malia	king	modifier	malia+pe
SOC-119.to	maliato	to use/apply 'king'; to act as 'king'	verb	malia	king	verb	malia+to
SOC-119.cika	maliacika	little 'king'; small/dear 'king'	noun	malia	king	diminutive	malia+ci+ka
SOC-119.goka	maliagoka	big 'king'; great 'king'	noun	malia	king	augmentative	malia+go+ka
SOC-119.deka	maliadeka	place of/for 'king'	noun	malia	king	place	malia+de+ka
SOC-120.ka	latuka	queen	noun	latu	queen	noun	latu+ka
SOC-120.pe	latupe	of/like 'queen'; 'queen'-related	modifier	latu	queen	modifier	latu+pe
SOC-120.to	latuto	to use/apply 'queen'; to act as 'queen'	verb	latu	queen	verb	latu+to
SOC-120.cika	latucika	little 'queen'; small/dear 'queen'	noun	latu	queen	diminutive	latu+ci+ka
SOC-120.goka	latugoka	big 'queen'; great 'queen'	noun	latu	queen	augmentative	latu+go+ka
SOC-120.deka	latudeka	place of/for 'queen'	noun	latu	queen	place	latu+de+ka
SOC-121.ka	umatika	crowd	noun	umati	crowd	noun	umati+ka
SOC-121.pe	umatipe	of/like 'crowd'; 'crowd'-related	modifier	umati	crowd	modifier	umati+pe
SOC-121.to	umatito	to use/apply 'crowd'; to act as 'crowd'	verb	umati	crowd	verb	umati+to
SOC-121.cika	umaticika	little 'crowd'; small/dear 'crowd'	noun	umati	crowd	diminutive	umati+ci+ka
SOC-121.goka	umatigoka	big 'crowd'; great 'crowd'	noun	umati	crowd	augmentative	umati+go+ka
SOC-121.deka	umatideka	place of/for 'crowd'	noun	umati	crowd	place	umati+de+ka
SOC-122.ka	hukuka	punish / penalty	noun	huku	punish / penalty	noun	huku+ka
SOC-122.pe	hukupe	of/like 'punish / penalty'; 'punish / penalty'-related	modifier	huku	punish / penalty	modifier	huku+pe
SOC-122.to	hukuto	to use/apply 'punish / penalty'; to act as 'punish / penalty'	verb	huku	punish / penalty	verb	huku+to
SOC-122.cika	hukucika	little 'punish / penalty'; small/dear 'punish / penalty'	noun	huku	punish / penalty	diminutive	huku+ci+ka
SOC-122.goka	hukugoka	big 'punish / penalty'; great 'punish / penalty'	noun	huku	punish / penalty	augmentative	huku+go+ka
SOC-122.deka	hukudeka	place of/for 'punish / penalty'	noun	huku	punish / penalty	place	huku+de+ka
SOC-123.ka	sumaeka	oath / swear	noun	sumae	oath / swear	noun	sumae+ka
SOC-123.pe	sumaepe	of/like 'oath / swear'; 'oath / swear'-related	modifier	sumae	oath / swear	modifier	sumae+pe
SOC-123.to	sumaeto	to use/apply 'oath / swear'; to act as 'oath / swear'	verb	sumae	oath / swear	verb	sumae+to
SOC-123.cika	sumaecika	little 'oath / swear'; small/dear 'oath / swear'	noun	sumae	oath / swear	diminutive	sumae+ci+ka
SOC-123.goka	sumaegoka	big 'oath / swear'; great 'oath / swear'	noun	sumae	oath / swear	augmentative	sumae+go+ka
SOC-123.deka	sumaedeka	place of/for 'oath / swear'	noun	sumae	oath / swear	place	sumae+de+ka
PHY-089.ka	omaeka	wave (water)	noun	omae	wave (water)	noun	omae+ka
PHY-089.pe	omaepe	of/like 'wave (water)'; 'wave (water)'-related	modifier	omae	wave (water)	modifier	omae+pe
PHY-089.to	omaeto	to use/apply 'wave (water)'; to act as 'wave (water)'	verb	omae	wave (water)	verb	omae+to
PHY-089.cika	omaecika	little 'wave (water)'; small/dear 'wave (water)'	noun	omae	wave (water)	diminutive	omae+ci+ka
PHY-089.goka	omaegoka	big 'wave (water)'; great 'wave (water)'	noun	omae	wave (water)	augmentative	omae+go+ka
PHY-089.deka	omaedeka	place of/for 'wave (water)'	noun	omae	wave (water)	place	omae+de+ka
PHY-090.ka	powuka	foam	noun	powu	foam	noun	powu+ka
PHY-090.pe	powupe	of/like 'foam'; 'foam'-related	modifier	powu	foam	modifier	powu+pe
